
id,response
tt12584954,"{'Title': 'Twisters', 'Year': '2024', 'Rated': 'PG-13', 'Released': '19 Jul 2024', 'Runtime': '122 min', 'Genre': 'Action, Adventure, Thriller', 'Director': 'Lee Isaac Chung', 'Writer': 'Mark L. Smith, Joseph Kosinski, Michael Crichton', 'Actors': 'Daisy Edgar-Jones, Glen Powell, Anthony Ramos', 'Plot': 'Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies.', 'Language': 'English', 'Country': 'Japan, United States', 'Awards': '33 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNjM4MWEwMTEtNTcwYi00ZDI4LWEwMzUtNDMzODBhZmI5MWE1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}], 'Metascore': '65', 'imdbRating': '6.5', 'imdbVotes': '169,684', 'imdbID': 'tt12584954', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$267,762,265', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt1262426,"{'Title': 'Wicked', 'Year': '2024', 'Rated': 'PG', 'Released': '22 Nov 2024', 'Runtime': '160 min', 'Genre': 'Fantasy, Musical, Romance', 'Director': 'Jon M. Chu', 'Writer': 'Winnie Holzman, Dana Fox, Gregory Maguire', 'Actors': 'Cynthia Erivo, Ariana Grande, Jeff Goldblum', 'Plot': 'Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.', 'Language': 'English', 'Country': 'United States, Japan, Canada, Iceland, United Kingdom', 'Awards': 'Won 2 Oscars. 117 wins & 307 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}], 'Metascore': '73', 'imdbRating': '7.5', 'imdbVotes': '156,595', 'imdbID': 'tt1262426', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$473,231,120', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt28015403,"{'Title': 'Heretic', 'Year': '2024', 'Rated': 'R', 'Released': '08 Nov 2024', 'Runtime': '111 min', 'Genre': 'Horror, Thriller', 'Director': 'Scott Beck, Bryan Woods', 'Writer': 'Scott Beck, Bryan Woods', 'Actors': 'Hugh Grant, Sophie Thatcher, Chloe East', 'Plot': 'Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.', 'Language': 'English', 'Country': 'United States, Canada', 'Awards': 'Nominated for 1 BAFTA Award29 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzFiMWM4YjAtY2Y3Yi00MDIzLTk0N2MtYTAwNGM3ZmMwODhlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}], 'Metascore': '71', 'imdbRating': '7.0', 'imdbVotes': '133,850', 'imdbID': 'tt28015403', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$27,986,380', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt21823606,"{'Title': 'A Real Pain', 'Year': '2024', 'Rated': 'R', 'Released': '01 Nov 2024', 'Runtime': '90 min', 'Genre': 'Comedy, Drama', 'Director': 'Jesse Eisenberg', 'Writer': 'Jesse Eisenberg', 'Actors': 'Kieran Culkin, Jesse Eisenberg, Olha Bosova', 'Plot': 'Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.', 'Language': 'English, Polish', 'Country': 'United States, Poland', 'Awards': 'Won 1 Oscar. 67 wins & 90 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '7.1', 'imdbVotes': '93,845', 'imdbID': 'tt21823606', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$8,344,978', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt8999762,"{'Title': 'The Brutalist', 'Year': '2024', 'Rated': 'R', 'Released': '24 Jan 2025', 'Runtime': '216 min', 'Genre': 'Drama', 'Director': 'Brady Corbet', 'Writer': 'Brady Corbet, Mona Fastvold', 'Actors': 'Adrien Brody, Felicity Jones, Guy Pearce', 'Plot': 'A visionary architect flees post-war Europe in 1947 for a brighter future in the United States and finds his life forever changed by a wealthy client.', 'Language': 'English, Hungarian, Italian, Hebrew, Yiddish, Russian, French', 'Country': 'United States, United Kingdom, Canada', 'Awards': 'Won 3 Oscars. 136 wins & 344 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BM2U0MWRjZTMtMDVhNC00MzY4LTgwOTktZGQ2MDdiYTI4OWMxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}], 'Metascore': '90', 'imdbRating': '7.4', 'imdbVotes': '78,828', 'imdbID': 'tt8999762', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$16,279,129', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt15398776,"{'Title': 'Oppenheimer', 'Year': '2023', 'Rated': 'R', 'Released': '21 Jul 2023', 'Runtime': '180 min', 'Genre': 'Biography, Drama, History', 'Director': 'Christopher Nolan', 'Writer': 'Christopher Nolan, Kai Bird, Martin Sherwin', 'Actors': 'Cillian Murphy, Emily Blunt, Matt Damon', 'Plot': 'A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.', 'Language': 'English, German, Italian, Dutch', 'Country': 'United States, United Kingdom', 'Awards': 'Won 7 Oscars. 361 wins & 371 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}], 'Metascore': '90', 'imdbRating': '8.3', 'imdbVotes': '878,936', 'imdbID': 'tt15398776', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$330,078,895', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt8790086,"{'Title': 'Kraven the Hunter', 'Year': '2024', 'Rated': 'R', 'Released': '13 Dec 2024', 'Runtime': '127 min', 'Genre': 'Action, Thriller', 'Director': 'J.C. Chandor', 'Writer': 'Richard Wenk, Art Marcum, Matt Holloway', 'Actors': 'Aaron Taylor-Johnson, Ariana DeBose, Fred Hechinger', 'Plot': ""Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most ..."", 'Language': 'English, Russian, Turkish', 'Country': 'United Kingdom, Iceland, Canada, United States', 'Awards': '5 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}], 'Metascore': '35', 'imdbRating': '5.4', 'imdbVotes': '44,505', 'imdbID': 'tt8790086', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$25,026,310', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt21267296,"{'Title': 'Hell of a Summer', 'Year': '2023', 'Rated': 'R', 'Released': '04 Apr 2025', 'Runtime': '88 min', 'Genre': 'Comedy, Horror, Mystery', 'Director': 'Billy Bryk, Finn Wolfhard', 'Writer': 'Billy Bryk, Finn Wolfhard', 'Actors': 'Adam Pally, Rosebud Baker, Fred Hechinger', 'Plot': 'The counselors of a summer camp are terrorized by a masked killer.', 'Language': 'English', 'Country': 'United States, Canada', 'Awards': '1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzE3MjhmM2QtYmU3ZS00ZDdkLTlkMWMtOTU4MDBiOTI1YzBhXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '54/100'}], 'Metascore': '54', 'imdbRating': '5.5', 'imdbVotes': '2,710', 'imdbID': 'tt21267296', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,182,678', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt15745084,"{'Title': 'V for Vengeance', 'Year': '2022', 'Rated': 'R', 'Released': '07 Jun 2022', 'Runtime': '86 min', 'Genre': 'Action, Adventure, Horror', 'Director': 'Kelly Halihan', 'Writer': 'Steven Paul, Peter Moore Smith', 'Actors': 'Jocelyn Hudon, Grace Van Dien, Pauline Dyer', 'Plot': 'After learning that their younger sibling escaped an earlier kidnapping attempt that also killed their parents, two estranged sisters must join forces to rescue her from a group of bloodthirsty vampires.', 'Language': 'English', 'Country': 'United States', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BODBiNTgwM2EtYmNiOS00MzhmLWE3ZDQtMDIxNDQwZGI2ZDRmXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '4.1/10'}], 'Metascore': 'N/A', 'imdbRating': '4.1', 'imdbVotes': '1,610', 'imdbID': 'tt15745084', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt29623480,"{'Title': 'The Wild Robot', 'Year': '2024', 'Rated': 'PG', 'Released': '27 Sep 2024', 'Runtime': '102 min', 'Genre': 'Animation, Sci-Fi', 'Director': 'Chris Sanders', 'Writer': 'Chris Sanders, Peter Brown', 'Actors': ""Lupita Nyong'o, Pedro Pascal, Kit Connor"", 'Plot': ""After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."", 'Language': 'English, German, French, Spanish, Swahili, Japanese', 'Country': 'United States, Japan', 'Awards': 'Nominated for 3 Oscars. 85 wins & 104 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '8.2', 'imdbVotes': '151,636', 'imdbID': 'tt29623480', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$143,901,945', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt27534307,"{'Title': 'Speak No Evil', 'Year': '2024', 'Rated': 'R', 'Released': '13 Sep 2024', 'Runtime': '110 min', 'Genre': 'Drama, Horror, Thriller', 'Director': 'James Watkins', 'Writer': 'James Watkins, Christian Tafdrup, Mads Tafdrup', 'Actors': 'James McAvoy, Mackenzie Davis, Scoot McNairy', 'Plot': 'A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.', 'Language': 'English', 'Country': 'United States, Croatia, Canada', 'Awards': '4 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMWI2OWFjNjgtOTQ2Zi00MjlmLTg2MGYtNmE4MjMyZjIzMDA0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}], 'Metascore': '66', 'imdbRating': '6.8', 'imdbVotes': '100,245', 'imdbID': 'tt27534307', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$36,931,420', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt26753003,"{'Title': 'Trap', 'Year': '2024', 'Rated': 'PG-13', 'Released': '02 Aug 2024', 'Runtime': '105 min', 'Genre': 'Crime, Horror, Mystery', 'Director': 'M. Night Shyamalan', 'Writer': 'M. Night Shyamalan', 'Actors': 'Josh Hartnett, Ariel Donoghue, Saleka Shyamalan', 'Plot': ""A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event."", 'Language': 'English', 'Country': 'United States, Canada', 'Awards': '3 wins & 4 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzJiN2UyZjgtMjQ3MS00MDhhLTg5ZDItZmVjMTU3MTcwNzE4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}], 'Metascore': '52', 'imdbRating': '5.8', 'imdbVotes': '139,088', 'imdbID': 'tt26753003', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$42,777,281', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt13622970,"{'Title': 'Moana 2', 'Year': '2024', 'Rated': 'PG', 'Released': '27 Nov 2024', 'Runtime': '100 min', 'Genre': 'Animation, Adventure, Comedy', 'Director': 'David G. Derrick Jr., Jason Hand, Dana Ledoux Miller', 'Writer': 'Jared Bush, Dana Ledoux Miller, Bek Smith', 'Actors': ""Auli'i Cravalho, Dwayne Johnson, Hualalai Chung"", 'Plot': ""After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."", 'Language': 'English, Samoan', 'Country': 'United States, Canada', 'Awards': '3 wins & 26 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}], 'Metascore': '58', 'imdbRating': '6.6', 'imdbVotes': '103,292', 'imdbID': 'tt13622970', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$460,405,297', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
